department,study_mode,hosteller,attendance,assignment_score,midterm_score,final_score,study_hours,backlogs,placement_selected
ECE,Hybrid,No,57,49,75,98,5.8,3,0
ECE,Online,No,83,43,40,77,2.5,5,0
ECE,Hybrid,No,94,56,47,85,5.8,0,1
CSE,Online,No,79,56,39,46,5.5,4,0
CE,Offline,No,90,94,99,45,6.4,2,1
ECE,Online,Yes,99,65,62,72,5.5,3,1
CE,Hybrid,Yes,60,43,51,92,3.7,0,1
CSE,Hybrid,Yes,96,55,73,63,6.5,3,1
CSE,Offline,No,53,90,27,39,3.4,3,0
EE,Offline,Yes,97,55,57,53,5.7,5,0
ECE,Hybrid,Yes,55,73,55,53,4,3,0
CE,Online,Yes,86,39,73,46,6.2,4,0
ECE,Offline,No,96,63,90,67,5.9,0,1
ME,Online,No,97,61,72,94,6.9,2,1
CE,Hybrid,No,69,55,41,63,6.6,2,0
ECE,Online,No,74,48,93,71,5.2,4,0
ME,Hybrid,Yes,53,50,78,53,5.4,0,0
CSE,Offline,No,93,47,59,33,4.7,5,0
EE,Hybrid,Yes,86,82,75,79,4.1,1,1
ECE,Offline,No,80,45,95,53,3.8,2,0
EE,Offline,No,82,83,95,51,6.4,1,1
EE,Offline,Yes,50,36,29,61,5.3,3,0
EE,Online,Yes,83,73,73,76,5.7,1,1
CSE,Offline,Yes,65,52,28,55,3.1,2,0
ME,Hybrid,Yes,88,53,61,92,5.2,5,0
ECE,Offline,Yes,65,76,46,82,7.2,0,1
ECE,Hybrid,Yes,91,38,71,89,3.6,0,1
CE,Online,No,87,91,49,51,6,0,1
CSE,Online,Yes,67,51,55,56,3.6,5,0
CSE,Online,No,57,42,92,50,2.3,5,0
ME,Online,No,98,93,56,33,3.4,5,0
EE,Hybrid,Yes,50,70,33,88,7.5,3,0
ECE,Online,No,92,38,77,89,2.9,2,1
CSE,Offline,Yes,51,42,52,70,4.1,2,0
CE,Offline,Yes,95,94,82,56,6,1,1
EE,Online,No,73,49,96,69,5,1,1
ECE,Offline,No,90,78,54,61,7,2,1
ME,Online,Yes,76,51,27,82,7.7,5,0
ME,Offline,Yes,66,72,76,73,2.5,2,0
CE,Offline,No,74,91,55,64,6.4,0,1
CSE,Offline,No,51,87,59,79,5,2,1
ME,Offline,Yes,99,60,50,89,7.2,2,1
ECE,Online,No,61,71,33,95,4.1,1,1
CSE,Hybrid,No,52,86,60,45,6.4,0,1
EE,Offline,Yes,86,59,88,83,4.5,2,1
CE,Offline,No,66,71,95,78,7,3,1
ECE,Hybrid,No,93,98,48,81,5.7,5,1
ME,Offline,Yes,63,37,57,52,7.3,5,0
ME,Hybrid,Yes,70,83,26,39,4.2,1,0
ME,Online,No,82,88,36,66,4.2,5,0
CE,Online,Yes,81,47,26,36,5.5,0,0
ECE,Online,Yes,71,40,41,38,4.8,1,0
CE,Online,No,95,62,96,79,8,5,1
ECE,Online,Yes,90,51,54,77,2.9,0,1
ME,Online,Yes,70,36,85,97,6.4,2,1
CSE,Offline,No,55,66,53,97,3.9,2,0
CE,Offline,Yes,84,42,34,39,4.2,0,0
ECE,Offline,No,95,94,35,98,2.6,1,1
CE,Offline,Yes,73,62,68,90,4.6,2,1
ME,Hybrid,Yes,59,47,40,99,6.5,4,0
EE,Online,Yes,66,94,86,60,5.1,0,1
ECE,Offline,Yes,97,44,25,98,2.8,2,0
ECE,Offline,No,76,84,69,45,2.4,4,0
CSE,Online,No,80,65,72,96,4.7,2,1
CE,Online,Yes,90,52,69,56,6.6,1,1
ME,Online,No,56,43,46,50,6.1,5,0
CSE,Hybrid,Yes,99,94,75,97,3.3,2,1
CSE,Hybrid,Yes,74,42,32,98,6.5,3,0
ME,Hybrid,Yes,89,93,60,90,2.9,4,1
EE,Online,Yes,75,54,28,96,8,1,1
EE,Offline,No,61,44,44,88,3.7,3,0
CSE,Online,No,52,64,75,55,5.2,0,1
ME,Hybrid,Yes,63,40,94,94,1.9,5,0
ECE,Hybrid,Yes,75,76,68,41,5.9,3,0
ECE,Hybrid,No,74,55,97,86,6.8,0,1
CE,Online,No,76,51,59,66,2.5,2,0
ME,Online,Yes,74,68,76,70,4.9,0,1
CE,Offline,No,56,58,69,85,3,0,1
CE,Hybrid,Yes,90,43,76,85,3.7,5,0
EE,Hybrid,Yes,61,92,76,51,4.5,3,0
CSE,Online,No,59,56,99,65,7.4,2,1
ME,Offline,Yes,77,69,45,72,4.7,0,1
CSE,Offline,Yes,83,61,51,47,7.2,1,1
ECE,Hybrid,Yes,66,91,80,97,4.2,0,1
ECE,Offline,No,86,67,44,90,4.2,4,0
EE,Online,No,81,73,68,43,5.5,0,1
CE,Hybrid,No,83,83,68,80,4.1,3,1
CSE,Hybrid,Yes,91,42,78,59,3.6,2,0
ECE,Online,Yes,80,80,61,98,4.6,1,1
EE,Offline,Yes,72,51,99,90,5.9,5,0
ME,Online,Yes,79,62,83,60,5.2,3,0
ECE,Hybrid,Yes,73,46,46,70,4.3,4,0
ECE,Online,No,58,50,26,59,3.3,2,0
ME,Hybrid,No,64,79,35,83,6.4,3,0
ME,Online,No,88,70,58,54,4.8,0,1
CSE,Hybrid,No,99,87,26,81,4.3,3,1
ECE,Offline,No,65,46,69,97,4.5,0,1
CSE,Hybrid,No,74,62,81,66,3.7,3,0
EE,Online,No,85,86,56,70,2.3,1,1
ECE,Online,Yes,63,42,66,77,7.1,4,0
ME,Offline,Yes,76,69,62,87,4.4,1,1
ME,Hybrid,No,56,68,33,76,5.3,1,0
CE,Online,No,72,73,99,43,5.8,4,0
CSE,Online,No,70,47,81,68,4.4,2,0
CE,Hybrid,No,71,59,42,82,3.3,0,1
ME,Hybrid,Yes,62,44,92,34,5.2,5,0
ME,Online,No,79,65,90,70,5.1,0,1
ECE,Hybrid,Yes,51,70,54,74,4.4,3,0
ECE,Offline,Yes,59,56,40,70,4.8,4,0
ME,Online,Yes,54,50,78,64,8.6,0,1
EE,Hybrid,No,82,66,56,93,4.1,0,1
EE,Online,No,66,75,92,70,4.4,4,0
CE,Online,Yes,61,81,77,51,4.9,2,0
CSE,Hybrid,Yes,98,35,39,73,3.1,1,0
CSE,Offline,Yes,84,82,91,91,2.7,2,1
EE,Offline,No,78,89,35,92,4.3,4,0
CSE,Hybrid,Yes,67,81,68,44,7,3,0
CSE,Offline,No,61,55,61,98,3.3,1,1
CSE,Offline,Yes,92,69,31,67,3.7,5,0
ME,Offline,No,73,78,71,56,6.7,0,1
CSE,Offline,Yes,98,73,51,99,3.3,2,1
ME,Offline,Yes,96,49,57,44,5.8,1,0
CSE,Offline,Yes,57,62,51,55,3.2,1,0
CSE,Online,Yes,85,66,90,56,4.1,2,1
CE,Online,No,75,98,54,50,3,3,0
ECE,Offline,No,69,75,25,94,7.9,2,1
ME,Offline,No,63,98,54,80,6.1,5,0
ME,Hybrid,Yes,55,84,88,78,6.8,4,1
CE,Hybrid,Yes,88,49,47,85,4.4,4,0
CE,Offline,Yes,68,70,34,71,5.7,5,0
ME,Offline,No,58,69,34,55,5.4,2,0
ECE,Online,Yes,61,83,51,65,5,2,0
CE,Online,No,96,58,53,85,6.6,3,1
CSE,Hybrid,Yes,81,64,47,40,5.1,1,0
CSE,Online,No,87,79,67,60,3.8,3,0
CSE,Hybrid,No,96,36,51,30,5.9,5,0
CE,Online,No,93,55,49,59,5.8,0,1
ME,Offline,Yes,61,84,35,96,6.2,3,1
ECE,Hybrid,No,89,49,28,54,3.7,0,0
CSE,Hybrid,Yes,66,70,93,60,5.7,2,1
CSE,Offline,No,81,50,62,79,2,4,0
CSE,Hybrid,Yes,75,92,88,39,3.8,3,0
EE,Offline,No,56,64,97,59,6,4,0
EE,Offline,Yes,99,65,63,40,5.5,1,1
CSE,Hybrid,Yes,50,78,86,36,6.9,1,1
CE,Online,Yes,66,86,54,95,5.3,2,1
EE,Offline,Yes,84,88,26,46,3.9,5,0
CE,Hybrid,No,90,85,42,40,4.7,1,0
ECE,Online,No,50,70,86,34,6.1,0,1
ME,Online,Yes,58,55,59,47,2.5,1,0
EE,Online,No,55,83,79,69,5.1,4,0
ME,Online,Yes,82,74,94,94,8.1,2,1
CSE,Hybrid,Yes,64,87,26,82,5,1,1
EE,Hybrid,No,82,69,48,90,5,2,1
EE,Hybrid,No,67,85,73,62,6.4,0,1
CE,Online,Yes,77,44,50,98,6.3,4,0
CE,Offline,No,90,63,87,37,3.9,1,1
ME,Online,No,54,49,25,63,4.5,4,0
CE,Hybrid,Yes,53,71,29,45,7.2,1,0
ME,Hybrid,No,93,61,67,80,5.2,1,1
CSE,Online,No,66,57,88,83,4.2,2,1
CSE,Hybrid,Yes,74,42,63,55,6.3,1,0
EE,Online,Yes,76,56,81,95,4.2,2,1
CE,Hybrid,Yes,74,68,52,60,2.8,1,0
EE,Offline,Yes,53,81,52,61,4.6,2,0
ECE,Offline,No,92,46,40,66,4.7,4,0
ME,Online,Yes,80,81,73,83,4.1,0,1
ECE,Online,Yes,75,35,29,70,2.5,4,0
CSE,Offline,Yes,98,79,67,32,4.9,1,1
CE,Online,No,71,77,98,33,4.9,2,1
CE,Hybrid,Yes,95,52,56,70,6.4,2,1
ECE,Hybrid,Yes,65,49,75,74,5.8,1,1
ECE,Offline,No,64,56,65,77,5.1,3,0
ECE,Offline,No,92,85,76,57,1.2,0,1
EE,Online,No,79,79,36,74,5.1,3,0
CE,Hybrid,Yes,73,38,86,97,5.9,5,0
CSE,Offline,Yes,51,73,68,44,3.7,5,0
CSE,Offline,No,83,82,25,72,9.9,5,0
ECE,Offline,Yes,54,41,73,72,5.6,4,0
CE,Hybrid,No,91,98,82,45,6.5,3,1
EE,Hybrid,Yes,93,69,90,66,4.2,3,1
CSE,Online,No,57,80,77,90,5.3,3,1
CSE,Hybrid,Yes,72,91,63,83,7,2,1
CE,Offline,No,62,45,58,44,4.6,1,0
CE,Hybrid,No,66,59,46,49,6.5,3,0
ME,Offline,No,90,67,55,54,3,5,0
ECE,Hybrid,Yes,65,84,87,60,4.8,2,1
ME,Hybrid,No,53,51,95,47,6,2,0
CE,Offline,Yes,81,56,69,82,8.1,4,1
CE,Offline,Yes,80,74,37,56,5.9,1,1
CSE,Offline,Yes,83,96,39,87,5.1,0,1
CSE,Online,Yes,73,55,37,84,4.5,4,0
CSE,Hybrid,Yes,98,93,83,53,4.4,0,1
ECE,Online,Yes,59,84,87,36,5.2,3,0
ME,Online,Yes,53,70,79,70,4.9,5,0
CSE,Offline,No,91,77,81,71,6.8,3,1
ME,Offline,Yes,69,71,78,38,5.7,2,0
ECE,Offline,No,50,57,80,70,3.3,3,0
ECE,Hybrid,Yes,65,61,47,49,6.2,3,0
ECE,Offline,Yes,84,35,25,68,6.2,3,0
ECE,Online,Yes,92,40,85,64,3.6,5,0
ME,Hybrid,No,91,87,40,44,3.4,3,0
ECE,Offline,Yes,70,37,66,56,5.5,4,0
ECE,Offline,No,92,61,69,31,4.2,1,0
CE,Offline,Yes,51,51,82,60,5.1,2,0
EE,Online,No,89,63,83,72,5.8,4,1
ME,Online,Yes,67,59,91,48,2,5,0
ME,Offline,Yes,95,42,50,46,4.6,1,0
ECE,Offline,No,70,51,75,90,3,2,0
ECE,Hybrid,Yes,93,74,68,51,3,3,0
CE,Offline,No,59,80,46,36,4.2,3,0
ECE,Online,Yes,92,81,77,90,5,5,1
ME,Hybrid,No,59,46,25,31,5.8,1,0
ME,Hybrid,No,91,41,33,48,4.2,4,0
ECE,Hybrid,Yes,69,92,55,49,6.5,2,1
CE,Online,Yes,85,81,83,52,3.2,0,1
ECE,Online,Yes,69,91,53,99,0.4,0,1
EE,Online,No,68,94,74,33,4.2,1,1
CE,Offline,No,82,43,83,45,3.8,4,0
ECE,Hybrid,Yes,85,55,99,54,5.4,0,1
CSE,Hybrid,No,82,56,95,61,4.8,4,0
EE,Hybrid,Yes,86,55,61,90,5.7,5,0
ME,Offline,No,87,45,71,57,2.5,0,0
CE,Hybrid,No,58,47,80,83,3.7,0,1
ECE,Online,No,85,69,60,61,5.3,4,0
CE,Hybrid,Yes,61,78,67,80,4.5,3,0
ECE,Offline,Yes,65,79,72,40,6.2,5,0
CE,Offline,No,94,98,96,31,7.1,2,1
EE,Online,Yes,84,86,99,44,1.7,2,1
ECE,Online,Yes,96,94,80,93,3.4,3,1
ECE,Hybrid,No,60,64,56,73,6.1,3,0
EE,Offline,Yes,70,87,66,98,3.1,2,1
ECE,Online,Yes,79,63,63,66,5,4,0
CE,Hybrid,No,88,96,85,46,5.5,1,1
EE,Offline,Yes,71,74,58,71,8.2,5,0
EE,Hybrid,Yes,62,54,32,61,2.8,4,0
ECE,Offline,No,87,60,70,41,5.7,3,0
CE,Offline,Yes,99,61,66,82,4.5,5,0
CE,Online,No,74,44,92,40,7.2,1,1
CSE,Offline,Yes,77,56,48,45,5.5,5,0
CSE,Online,Yes,66,59,78,52,4.9,5,0
ME,Offline,Yes,52,90,68,90,1.6,0,1
ECE,Online,No,82,75,33,84,2.9,1,1
EE,Offline,Yes,98,47,83,48,7.2,4,0
CSE,Hybrid,Yes,72,38,86,91,3.1,5,0
CSE,Offline,Yes,58,98,55,86,6.6,3,1
EE,Hybrid,Yes,52,79,50,49,1.8,0,0
CE,Offline,Yes,90,72,31,96,5.6,5,0
ECE,Online,Yes,96,66,85,79,4.2,3,1
CE,Online,Yes,61,84,66,32,3.8,1,0
ECE,Hybrid,No,90,36,92,33,4.4,1,0
CE,Online,Yes,50,88,66,59,5.9,3,0
EE,Online,Yes,94,91,90,49,2,3,1
ME,Offline,Yes,65,70,50,77,3.5,2,0
ECE,Hybrid,No,52,98,49,62,3.8,5,0
CE,Hybrid,Yes,65,83,25,80,5.7,1,1
EE,Hybrid,No,94,65,84,52,10.2,3,1
ECE,Hybrid,No,50,35,40,81,4.8,0,0
ECE,Hybrid,No,79,64,58,32,2.6,1,0
EE,Offline,Yes,97,78,69,37,4.7,5,0
CSE,Offline,Yes,80,66,29,97,4.1,1,1
CSE,Online,Yes,85,55,72,81,7.9,0,1
ECE,Online,No,95,97,56,82,2.8,4,1
EE,Offline,Yes,69,46,64,61,6.1,1,0
CE,Online,Yes,90,35,37,73,2.3,0,0
CE,Online,No,82,77,26,31,6,1,0
EE,Offline,No,72,57,54,36,5.7,5,0
CE,Online,No,63,80,69,42,4.5,5,0
CE,Offline,Yes,50,81,84,40,5.7,1,1
EE,Offline,No,91,85,27,32,4.6,2,0
EE,Online,No,85,45,99,45,5.7,3,0
EE,Online,Yes,53,66,56,81,6.9,4,0
ECE,Offline,No,50,51,29,48,5.5,4,0
ECE,Hybrid,No,97,43,61,74,7.7,5,0
CSE,Online,No,51,86,58,92,3.7,5,0
ME,Hybrid,Yes,76,45,49,89,6.9,2,1
ECE,Online,Yes,65,53,50,95,6.3,1,1
ECE,Online,Yes,52,98,68,47,1.6,1,0
CSE,Online,Yes,69,64,93,83,5.6,2,1
ME,Hybrid,Yes,60,39,95,66,3.9,0,1
CE,Offline,Yes,99,90,80,93,4.1,4,1
CE,Hybrid,No,78,61,60,67,4.8,1,1
ME,Offline,No,57,87,83,91,4.6,1,1
ECE,Offline,Yes,65,96,74,85,5.5,1,1
EE,Offline,Yes,69,98,46,80,4.8,0,1
EE,Offline,Yes,66,68,34,64,3.6,5,0
CE,Offline,Yes,75,62,45,73,5.7,2,0
CE,Hybrid,Yes,91,89,58,92,3.3,5,0
ECE,Hybrid,Yes,56,37,90,64,5.7,5,0
ECE,Online,Yes,96,64,44,55,2.8,1,0
ME,Offline,No,65,73,67,69,6.9,3,1
ME,Offline,Yes,79,69,44,74,6.7,1,1
EE,Hybrid,Yes,95,63,82,79,8.6,3,1
EE,Online,No,78,96,38,56,2.5,2,0
ECE,Hybrid,Yes,83,75,32,73,7,3,0
ME,Hybrid,No,59,56,26,70,6.4,1,0
EE,Online,Yes,79,66,28,82,5.5,0,1
CSE,Hybrid,No,64,91,43,32,4.5,5,0
CSE,Hybrid,No,61,66,72,32,5.2,0,0
EE,Hybrid,No,86,81,30,84,4.2,5,0
EE,Hybrid,Yes,82,94,30,99,6.5,4,1
CSE,Hybrid,Yes,52,47,34,46,4.3,3,0
EE,Hybrid,Yes,61,68,31,83,5.1,5,0
EE,Offline,No,50,42,67,92,3.8,1,0
ME,Hybrid,Yes,56,39,64,52,4.5,3,0
ECE,Hybrid,Yes,95,96,94,99,5.8,0,1
CSE,Online,Yes,83,38,98,56,6.2,0,1
ECE,Offline,Yes,60,42,67,63,4.1,2,0
ECE,Offline,No,90,68,91,41,5,4,0
ME,Online,Yes,88,61,43,41,3.4,2,0
ECE,Offline,No,55,61,28,46,3.4,5,0
EE,Online,No,59,87,29,88,4.9,5,0
CE,Offline,Yes,99,99,37,42,2.8,2,0
ECE,Hybrid,Yes,78,97,63,58,7.9,3,1
ECE,Online,No,50,47,52,43,2.7,0,0
CE,Hybrid,No,67,41,41,98,4,4,0
CE,Hybrid,Yes,65,63,26,36,4.6,1,0
ECE,Offline,No,77,96,26,46,5.8,1,1
ECE,Offline,No,68,93,59,32,3.5,2,0
CE,Online,No,53,72,69,52,6,5,0
ECE,Online,No,71,45,36,79,7,3,0
ECE,Offline,No,72,40,86,93,3.9,4,0
CSE,Online,Yes,93,88,68,59,5.1,3,1
ECE,Online,No,84,94,80,90,2.2,0,1
CSE,Online,Yes,55,96,91,84,6.4,0,1
CE,Hybrid,No,83,43,92,55,6.2,1,1
CSE,Offline,No,72,63,70,59,5.6,3,0
ME,Hybrid,Yes,62,42,95,89,7.2,2,1
ME,Offline,Yes,88,71,81,82,4.2,2,1
EE,Hybrid,Yes,51,87,44,75,5.6,1,1
ECE,Offline,Yes,68,55,97,38,3.3,2,0
ECE,Offline,Yes,97,80,35,38,4.6,1,0
CSE,Hybrid,Yes,74,60,37,43,5.1,2,0
CSE,Hybrid,No,74,71,45,72,4.8,4,0
EE,Offline,No,69,39,48,49,3.4,3,0
EE,Hybrid,Yes,90,43,50,66,4.6,0,1
EE,Online,No,77,47,77,97,3.2,4,0
CE,Hybrid,Yes,72,84,35,82,5.7,3,0
ECE,Online,No,99,60,90,37,4.7,5,0
ECE,Offline,No,85,42,74,58,5.9,2,0
EE,Online,Yes,74,53,57,88,5.5,4,0
CSE,Hybrid,Yes,87,89,96,98,6.4,0,1
EE,Hybrid,Yes,61,60,37,83,4.3,3,0
CE,Offline,Yes,93,75,59,60,4.6,5,0
ECE,Online,Yes,51,38,90,33,8.3,4,0
ME,Online,No,62,69,51,57,3.2,5,0
CE,Online,No,89,79,86,31,8.6,2,1
CSE,Online,Yes,66,37,31,39,6,0,0
EE,Offline,No,61,88,77,39,8.3,3,1
ME,Hybrid,No,87,81,46,72,5.6,0,1
ECE,Online,No,68,38,88,43,1.9,2,0
CE,Offline,No,61,54,96,39,8.3,1,1
ECE,Offline,Yes,74,81,80,36,4.7,3,0
CE,Online,No,85,63,54,37,6.5,4,0
CSE,Offline,Yes,87,54,38,47,6,1,0
ECE,Offline,No,76,73,48,46,4.7,3,0
CSE,Online,No,65,92,53,91,5.4,1,1
CSE,Hybrid,No,59,82,80,33,5.4,2,0
CSE,Offline,No,86,55,44,61,6.7,2,0
CSE,Offline,No,99,47,37,38,3.8,1,0
CSE,Online,No,89,59,41,96,4.6,3,0
ME,Online,No,78,76,75,77,3.2,1,1
EE,Online,Yes,83,79,54,42,4.5,3,0
ECE,Hybrid,Yes,97,93,83,78,4.3,5,1
ME,Online,Yes,97,52,54,65,7.5,4,0
ECE,Hybrid,Yes,77,39,50,66,5.6,1,0
ME,Online,No,76,86,90,74,5.3,5,1
EE,Online,No,56,71,52,44,7.8,5,0
CSE,Online,No,88,66,52,88,2.7,3,0
EE,Online,Yes,59,92,77,68,6.5,1,1
ME,Hybrid,No,98,37,77,30,5.5,2,0
ECE,Hybrid,No,71,70,44,66,2.4,0,0
ECE,Hybrid,No,82,60,86,60,2.6,5,0
CE,Online,Yes,69,38,48,31,6.3,4,0
ECE,Online,No,97,96,85,43,3.1,3,1
ME,Offline,Yes,71,57,39,79,2.6,5,0
ECE,Hybrid,No,83,98,56,99,8.8,5,1
EE,Online,No,56,59,87,86,6.6,2,1
CSE,Offline,No,62,95,33,66,5.7,0,1
CSE,Online,Yes,62,76,41,52,3.5,2,0
ECE,Offline,No,56,89,53,36,3.4,1,0
ME,Hybrid,Yes,96,79,34,54,5.3,3,0
CSE,Hybrid,No,94,36,77,38,5.5,0,1
ME,Hybrid,Yes,70,66,56,68,4.9,3,0
ME,Offline,Yes,94,68,62,83,6.7,4,1
ME,Offline,No,71,88,48,71,3.6,3,0
ME,Offline,No,70,88,49,37,5.9,3,0
ECE,Online,Yes,90,46,41,39,4.7,4,0
ECE,Hybrid,No,67,89,73,98,5.1,2,1
EE,Online,Yes,59,53,61,47,5.3,3,0
CE,Hybrid,Yes,77,68,41,89,2.9,2,0
EE,Offline,Yes,72,75,97,31,8.5,1,1
ME,Online,No,99,81,52,34,6.3,5,0
ECE,Offline,Yes,72,96,38,70,6.6,3,1
ME,Online,No,71,55,29,71,2.8,3,0
CSE,Offline,Yes,85,92,31,56,7.4,4,0
CE,Offline,Yes,59,77,43,79,2.9,4,0
ECE,Offline,No,77,83,39,74,2.6,0,1
EE,Hybrid,Yes,63,43,75,39,4.2,2,0
ECE,Online,No,72,52,69,40,4.7,0,0
CSE,Offline,Yes,92,65,46,52,4.3,1,0
EE,Hybrid,Yes,85,72,52,96,4.5,3,1
ECE,Hybrid,No,85,65,92,84,6.1,4,1
EE,Online,Yes,91,80,54,92,6.6,0,1
ECE,Hybrid,Yes,66,70,75,60,3.8,3,0
ECE,Offline,Yes,63,86,46,33,2.9,0,0
CE,Online,No,51,81,92,74,4.1,1,1
ECE,Offline,No,86,68,59,71,5.1,1,1
EE,Hybrid,No,57,96,36,68,4.6,3,0
EE,Offline,No,93,72,87,32,3.9,5,0
ME,Offline,Yes,61,97,99,49,7.1,4,1
CE,Online,Yes,80,99,30,74,7.4,5,0
ECE,Hybrid,No,92,55,34,40,7.2,2,0
ME,Hybrid,Yes,95,67,50,73,4.6,5,0
EE,Hybrid,No,64,45,52,79,4,5,0
ME,Online,No,58,93,71,33,4.3,1,0
CSE,Online,Yes,74,84,60,87,4.7,4,0
CE,Offline,No,90,63,97,97,3.4,3,1
CE,Online,No,71,64,91,32,5.7,4,0
ME,Hybrid,No,91,53,57,60,3.3,2,0
CSE,Offline,No,92,47,47,91,6.3,1,1
ECE,Online,Yes,77,57,52,87,5.7,0,1
ME,Offline,Yes,98,49,93,78,3.5,4,0
ME,Online,Yes,89,44,70,70,-0.2,2,0
ECE,Online,No,68,96,46,85,3.9,1,1
CE,Hybrid,Yes,84,83,29,91,4.1,2,1
ECE,Offline,No,78,76,54,45,4.9,4,0
EE,Offline,No,89,55,92,36,5.1,2,0
ME,Online,No,53,40,38,33,3.9,4,0
ME,Offline,Yes,50,86,52,58,4.1,4,0
CE,Offline,No,78,88,37,43,4.4,3,0
CSE,Online,Yes,83,83,41,74,1.2,4,0
ME,Offline,Yes,90,73,29,69,1.7,5,0
CSE,Online,Yes,82,83,75,73,3.5,4,0
EE,Hybrid,Yes,97,96,79,51,4.7,2,1
ME,Hybrid,No,99,94,88,53,6.4,3,1
ME,Offline,Yes,69,37,47,49,6.8,3,0
ECE,Hybrid,Yes,93,46,95,76,4.2,5,0
EE,Hybrid,Yes,63,38,53,95,7.4,3,0
CE,Hybrid,Yes,84,74,72,65,3.6,5,0
ME,Online,Yes,75,83,92,90,3.3,1,1
EE,Offline,No,72,47,79,45,7.2,1,1
ECE,Offline,Yes,62,62,97,54,4.7,5,0
EE,Hybrid,No,66,48,57,46,5.9,2,0
ME,Online,No,91,61,31,87,4.7,4,0
ME,Online,No,86,53,47,47,3.7,5,0
EE,Online,Yes,89,63,55,64,3.8,4,0
ECE,Hybrid,Yes,89,93,88,82,3.7,2,1
ECE,Hybrid,Yes,63,88,83,83,4.8,0,1
ECE,Online,No,55,87,61,87,6.3,2,1
ME,Online,No,54,80,29,77,3,4,0
EE,Hybrid,No,56,81,78,47,2.8,3,0
ECE,Online,Yes,67,57,28,33,3.4,0,0
EE,Hybrid,No,90,46,89,70,6.3,4,0
CE,Hybrid,Yes,99,78,36,98,5.7,0,1
ECE,Hybrid,Yes,69,65,98,77,5,1,1
ECE,Hybrid,No,70,98,73,73,6.8,3,1
CE,Offline,Yes,58,47,84,92,3.7,0,1
ECE,Offline,No,86,79,57,98,5.7,0,1
CE,Offline,Yes,60,73,86,57,4.2,0,1
CSE,Online,No,92,48,83,59,4.7,1,1
ME,Offline,Yes,72,57,64,84,4.4,4,0
ECE,Online,No,68,55,40,56,6.1,2,0
CE,Hybrid,No,69,74,72,92,6.7,2,1
CE,Offline,Yes,66,51,99,42,4.4,3,0
CSE,Offline,Yes,77,39,71,48,1.6,1,0
CSE,Hybrid,Yes,55,86,78,43,4.9,2,0
EE,Hybrid,Yes,94,63,83,67,3.3,5,0
CSE,Hybrid,No,85,78,76,82,5.7,2,1
CE,Hybrid,No,54,45,55,40,6.9,2,0
EE,Offline,No,78,91,33,38,3.6,2,0
ECE,Hybrid,No,54,54,30,99,4.8,2,0
CE,Offline,Yes,50,67,84,70,3.5,3,0
CSE,Online,No,93,74,64,61,5.6,4,0
CE,Offline,No,85,36,94,40,7,5,0
CSE,Offline,No,52,36,57,67,8,5,0
ECE,Hybrid,Yes,82,86,28,69,5.2,2,1
ME,Offline,No,63,57,27,62,7.4,5,0
EE,Offline,Yes,55,69,51,90,8.4,2,1
EE,Online,No,92,75,57,45,4.7,3,0
CSE,Offline,No,75,45,36,67,4,0,0
CSE,Hybrid,Yes,68,52,80,63,6.9,2,1
CE,Online,Yes,87,40,28,45,5.3,2,0
CSE,Offline,No,59,96,42,49,4.2,2,0
CSE,Online,No,65,89,52,38,3.7,2,0
CE,Hybrid,No,89,75,42,46,4.1,0,1
CSE,Hybrid,Yes,62,64,50,61,2.7,2,0
ME,Online,No,94,77,58,63,3,0,1
EE,Offline,Yes,72,37,25,39,4.3,5,0
EE,Online,No,86,63,90,63,6.4,0,1
ME,Hybrid,No,52,35,82,51,3.8,1,0
ECE,Offline,No,74,96,91,93,4,3,1
CE,Offline,Yes,79,63,75,31,4.5,1,0
CE,Hybrid,Yes,59,35,85,84,4.9,2,0
EE,Hybrid,Yes,74,79,67,61,5.4,4,0
EE,Hybrid,No,52,59,99,86,5,1,1
ECE,Hybrid,Yes,95,57,92,66,2.7,3,0
ME,Online,No,50,41,86,62,4.9,2,0
CE,Hybrid,Yes,58,39,43,38,3.4,0,0
EE,Hybrid,Yes,97,84,85,81,5,4,1
CSE,Hybrid,Yes,88,85,47,99,4.3,0,1
CSE,Offline,Yes,64,90,28,58,4.4,2,0
EE,Online,No,82,66,89,95,2.6,0,1
CE,Online,Yes,90,59,73,34,6.7,4,0
CE,Offline,No,76,98,42,59,5.5,5,0
EE,Hybrid,No,52,66,88,72,3.9,4,0
CE,Online,No,80,35,88,34,6.5,0,1
ECE,Hybrid,Yes,78,58,81,35,6,2,0
EE,Offline,No,79,72,65,88,6.8,3,1
CE,Online,No,88,41,28,72,7.3,3,0
CE,Offline,Yes,55,87,69,96,5.5,1,1
ECE,Hybrid,No,96,50,43,97,4.5,3,0
CE,Online,No,83,87,57,38,3.7,2,0
EE,Hybrid,No,67,44,84,85,6.1,0,1
ECE,Hybrid,Yes,52,51,50,95,6.2,2,0
ME,Hybrid,Yes,94,87,81,92,5.9,2,1
CE,Offline,Yes,54,52,92,58,3.9,2,0
EE,Hybrid,No,74,44,42,96,4.7,4,0
CSE,Online,Yes,72,40,33,73,4.7,2,0
ECE,Offline,Yes,80,66,91,72,3,2,1
ECE,Online,Yes,81,81,59,87,6.8,3,1
EE,Hybrid,No,92,84,72,69,5.3,5,0
